Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10
383.453380613785,819.107461465657,162.963257130922,975.435140097389,715.519403178929,461.410018786859,348.606610920249,702.164300546606,44.0546911903302,589.750597235543
381.569646561339,822.406577937275,161.518259826843,975.886724091626,715.990365062361,459.116827907593,347.91415404197,700.637857084392,41.163567836435,588.226123782839
382.286886021502,823.455794588192,162.343362536067,975.212142724099,715.832904039108,458.105319098855,348.570179351251,703.125674337801,42.9672642772148,588.853665986257
382.477000194691,821.789760010823,163.40965616876,976.63145843043,714.869805689155,460.361620687131,348.474981756134,703.320765312599,42.9353579036773,588.932637606372
383.021332449701,822.568911834492,163.365660504946,975.989316277752,715.827787794038,458.995305005915,349.210669261077,700.570474541859,42.7186937766955,590.451729868654
381.96244369746,821.331074902532,163.593593358068,976.314179318063,715.709383093275,460.632475446389,347.520833359682,701.729972474357,43.0964532753916,589.749022870403
383.179874235368,820.145283544885,163.481308383507,976.194716111803,717.290582386227,461.724995333507,348.39232953283,704.982515785291,44.5889294066481,586.815107192106
380.505638194462,823.793194737213,163.901514777003,979.174433641061,714.483816797076,459.459981220603,349.87737629523,703.208988905391,42.9810744996744,589.35126186919
382.376291555918,821.653207630792,164.110088150636,977.017159104486,715.181412754096,458.497682723042,350.824760577515,702.321645222526,42.4529315454231,588.280289688244
383.078494266748,822.557941379823,163.449025656467,976.744868428316,717.040475428104,459.931515614793,348.856477753209,704.343707829193,42.421417490393,589.965705615887
383.256952534914,823.884130653398,163.581370042245,976.464792634377,714.256344368122,460.088915584647,350.495115044651,699.219745249889,42.4339735671374,588.417872767715
382.006344960281,822.215517359798,164.388939221942,977.769884791066,716.476152404981,460.135028929356,347.95637373346,703.688157340613,42.3994139423656,589.105065058244
381.664267809052,821.07985028139,162.670083157301,976.048803427802,716.383190492193,459.649616196735,350.047981622147,701.644698066685,41.9839057834314,588.64693676841
383.070813719918,820.866423312236,160.873643361989,975.045044975773,714.687925207476,460.48222997566,350.187673727202,701.233225305269,44.1002639830041,589.114973901289
381.773486177425,821.37414752956,161.707575356451,975.712768430346,713.058611477247,458.650548810601,348.327436979337,701.170553305825,41.983123179302,585.504534496777
382.338358070076,821.118692455818,162.214821915,976.853221395644,716.526327808946,460.695538868423,350.630064559249,702.037565565423,42.0487744130078,588.306541620873
382.189257589305,821.5139799167,163.950419973418,977.475045736631,716.144897490826,459.317970330585,351.000138956781,702.874858202899,44.3362410518893,589.394230046122
383.969619301712,822.691062276632,163.704196580648,976.896916276279,715.285977065548,461.684493207439,348.297865342448,702.799909319823,43.9163125449895,589.679207878962
383.837282852401,823.967248955809,163.369141735499,976.077697701372,715.044145606972,459.637964899382,350.44985039783,702.848663377303,45.1517686428663,590.515581459766
384.997638471036,821.854571350815,163.940369182042,977.128271828643,717.541713415478,460.999086813388,351.220476644054,702.416758719698,42.8958587355161,588.918277676012
384.530201028016,821.835926446001,160.91531317579,973.513598307596,712.71200551906,458.432666306958,350.027280386245,701.573076613071,45.6358975618326,590.376778984467
383.791182051605,821.803128926621,162.745042693613,975.702091068201,715.946640486836,461.799757903815,347.34623441,702.026188464062,41.8254855954225,586.648528680677
383.913109430693,821.380032801213,163.486435351501,977.100367241031,715.560217940392,461.078701228677,349.598047045668,701.660650709083,43.7747189787303,590.431119866994
381.848624973019,822.581925960931,163.662562953398,976.813682552836,715.139770957485,459.039315055378,348.275900598952,701.919238083201,42.0052174483309,590.799268665207
383.577051437335,822.318988765802,162.325888374533,975.706565309245,712.367199140214,458.978855115251,349.805661089581,702.832550651248,42.2861454141056,589.544238477771
383.296737914095,821.644024738547,163.880071303428,975.165850666421,715.510923791061,459.782756373635,349.355181938194,700.735927889277,44.0397954922316,587.506633513908
383.183040656657,822.293836177299,165.447184950015,978.47543219331,715.824059294609,460.607684991325,349.365104810215,704.830120113741,41.3250167316088,588.327359232058
382.18366718036,821.100073079021,162.101416164838,974.275782102875,715.331448151007,459.688839913135,347.396240288334,700.14768735398,44.4748858382473,588.439500156315
382.972567389,824.488511240289,162.461150807036,975.647423762181,713.989184296209,458.985730474351,350.027844202217,702.108253183726,44.5427105168303,588.695822059857
384.263856889046,819.097623737442,164.843687138583,977.675479166316,717.679900506578,462.305480904175,350.816570826933,700.320883476148,42.9627064812602,587.960061949653
383.723845314461,822.181093278459,165.535249708913,977.764511871243,716.224421582803,461.144934661115,352.071822077615,702.554839813287,45.2290468112837,590.632173086663
384.531269703687,821.145950427624,164.492771103687,977.800281094336,716.53889306642,462.122026919356,349.824515530953,702.543604498383,42.2010652065399,589.04218717487
383.464759704851,823.608000001416,163.596347740726,975.7618432977,715.279200595088,460.227665983315,346.899696999831,704.039587206611,42.8968030618189,588.537111987246
384.127817522708,823.114539288645,163.049126062154,975.705861910588,714.74333228003,459.426224459378,351.463714861798,701.592642362166,43.1340364762657,589.493398680008
385.112076683188,823.753071031975,166.25794291832,977.866317167786,714.439716988941,460.162216387593,349.433512813809,702.639764194169,44.2895851588648,591.193233057756
383.198131242514,822.31121612834,164.004733028894,976.782767535611,716.757104165015,458.727454119972,350.816111757791,702.828141563671,41.4278104075074,589.001003483533
384.424464428914,822.749360234935,164.531026052723,977.234917129063,716.224004332407,460.803727077044,350.736953707584,703.512576700649,44.5438556731555,589.095264422503
382.8063753697,823.688435396843,162.925120167258,975.606373508407,714.004146450811,458.123037352901,349.128888940587,702.937090401333,43.106913473373,588.881135437093
385.452490898318,821.67218492443,165.62529446172,977.03006182713,717.771636398766,459.904433076411,351.734361065549,702.260501038092,44.3170970716219,589.267915310662
383.405696253251,824.404596759186,162.803973055529,975.908230367334,716.104811450723,459.116226648208,349.50912921903,701.573479132985,42.3022347584569,589.42356232063
384.68344232475,823.813411347939,165.485397343958,977.57600075042,714.064050331643,458.415138730073,350.86700364502,700.775861164516,42.9458519345154,588.949126148765
385.375938631596,821.971045641144,164.043226022374,976.682816502714,716.827012483471,460.572264838552,350.388409755799,702.591090422785,43.3544617051208,587.637585969459
382.563829245379,822.629480614654,164.053647318117,976.479828401726,717.210592229077,460.569987139685,351.978173574384,702.299793965255,43.9001734462038,588.683312560597
383.827988190706,820.192739686805,163.960060076388,976.861193313571,716.078059089849,461.508884308733,350.241689427783,702.51015322431,43.5915918045518,589.121121766766
384.517907600482,821.662125150916,165.066638063922,977.676486820465,716.810766679329,459.627937701255,351.150349878271,702.826363385953,44.7585687659136,589.84083549871
382.104266271307,822.233228163541,161.944651648555,974.69288157161,714.173801135166,459.472683466705,350.88294546763,701.830171050037,45.2203437633179,590.881430341793
382.649625929308,822.829218925927,164.082632882315,977.311887646271,716.549262963037,457.794701325522,351.729484288408,702.902705852719,41.2405433335777,590.6990944141
383.657594404776,822.044610983967,164.509638677398,978.023412170883,716.206356042372,462.081019678003,351.103804101167,703.300245438585,42.6718003507672,589.04816921449
384.063138373002,821.951240969631,163.863166883508,976.367558170252,715.540751403463,460.053573999346,350.56151296638,703.037713238251,44.3766206209355,588.937503703196
384.823770302439,824.235331938587,162.236379316467,975.735095937878,713.027710672621,459.116749846756,349.434328181499,703.061877585188,42.4527342401556,587.681054733927
382.880904352694,825.802432377079,162.879168497174,976.085017487341,714.665515396993,458.14222775477,348.033120623565,704.051394435015,42.0907198213467,589.248354055453
380.838409722487,823.987892436718,162.818957522985,977.836197463521,715.119003807819,458.562452875497,347.074658866706,703.683213003422,42.6255916338622,586.581117591501
380.87257234551,821.712116167907,162.567042292297,976.745464000752,715.491930449192,460.161084951738,349.546501729701,701.941155347426,43.7192325425842,587.902551626706
383.18697648445,822.250611205221,161.786931800277,975.01021710325,713.363695437544,459.006226556869,350.112512526527,701.811863514989,43.9068454373602,587.919122007938
383.895223271558,822.682267779043,163.862779355528,977.553882283821,715.21976862622,458.380244002537,351.056404466381,702.725338731574,42.0336940555525,589.575676838722
381.482686811558,823.343527212448,165.212853963014,978.347313967582,716.005500085344,460.124822690723,349.462398078286,703.227384880793,42.2287538877732,590.139236389395
383.136194441198,822.195803526957,163.090844653668,975.551732148092,715.075548766882,459.355587915231,351.615787206379,701.367967219377,44.1613672987929,589.556420374227
382.910421544846,820.69277320434,164.319201351062,975.873799236481,715.478016182347,459.600056413237,350.921207068509,702.181968403962,43.9194082255021,589.961407895369
383.864595617751,821.738279982726,164.655537222354,977.439067279022,714.823342594407,460.166087051998,352.345120323109,702.482703012549,44.0918217801826,591.213263313565
382.476727178343,823.027669954024,163.683709685555,977.627508166049,713.745197801396,459.959186812502,348.788730825763,704.166182625888,41.7972205300626,588.20445802645
384.481061414403,822.326134374943,163.288191660447,976.09702022632,714.712712950298,459.924350779753,350.101246027648,702.491021934769,43.1535673219656,589.121527019562
383.09993152137,821.22293476655,162.903816494961,974.329548071367,712.303052790393,459.07487953665,348.024148935945,700.743784849994,44.1958678452562,589.129118921944
381.398466093469,823.136309112954,162.572523860497,973.663710132221,715.028892669825,457.924924333278,347.839071020483,701.592426110642,42.7213827368073,587.901269573966
383.895569947406,822.69817784342,163.803932972924,976.385970339253,717.277487165647,460.734738307026,349.483662573599,702.736005402205,41.9880690043595,588.688187661789
382.150464155908,823.332494915012,164.625114097041,976.350997323458,716.901724000209,459.417607322221,349.269357221395,703.438330526862,43.534435029613,590.53158298929
383.645039197898,820.212083062535,163.002607755658,977.141181105123,716.25250493878,460.014721228438,348.84169121905,702.481625973136,41.9069884044926,587.042723765582
386.301921146426,821.381798026767,164.727099316494,975.53908451271,713.911094853633,460.720971627337,349.008539321822,702.153196393019,44.5064881570763,587.207306503398
383.155290917065,820.222913368421,163.3748109461,977.029181022995,713.290424291622,462.02361097372,346.638197495214,702.951644235609,42.0521541843691,587.394964504215
383.517697844384,822.998703005665,163.365841403697,976.353409409155,715.42047657828,460.207476453585,348.501355347348,703.865826724432,43.0687270498692,588.895094000952
382.495302094194,823.674770300609,163.200077710855,975.608071237897,714.897696702105,459.93891279979,349.401749368022,701.987792458947,43.8107961580979,589.551879114819
385.160752686915,823.65555632007,162.964836217881,976.538497419463,714.371629616174,462.046225017647,350.65758793184,702.19903515141,45.1202267561296,590.689802406985
381.865644184981,822.563492922354,162.605425841462,977.1686903316,715.521464578546,459.9774958338,351.883960648406,701.733077313385,42.3406724782912,589.000967613679
385.336046406868,823.370451305032,163.363205670178,975.622773476285,716.7834782989,458.409255733138,348.381520680348,703.95132252116,41.9723295951883,587.580930074162
382.899662997022,822.611185996477,163.009186018106,976.445988394382,713.233129213,458.369445882712,350.085867990695,702.603362842913,43.0642576898683,587.39499636334
384.80394185715,819.703404707785,165.429537130973,977.23483216228,715.428061504842,461.547672268033,349.579025637432,702.554865379911,44.3406185149109,587.180157760045
384.67713867345,823.342658024745,164.191624856158,976.920983305213,716.144804909033,458.243446481343,352.328064745355,702.040074524901,43.5453269722319,588.861874751609
381.902809674245,819.796946087843,162.488586203025,976.169086096135,715.331676514211,459.644421219441,350.600003512263,702.745873609066,42.9995155118554,588.581415140999
381.42178721338,820.489784076075,161.807512999249,975.697415939176,716.030624976816,460.006872022064,351.466784031531,700.972330068232,43.1147252734489,588.371473427247
384.875146674659,822.083813959822,163.410798501794,976.935758451093,714.862578224566,459.737967076996,351.003549694343,701.197730451526,44.1423886664304,586.623997412774
381.042277334183,822.562183960913,163.655465970876,977.033213090906,715.161217581187,457.710737851127,350.011333258548,701.721270632178,41.7967811254317,589.424092224603
385.734523571108,821.714674635063,162.870750719795,975.076206048005,715.425756977611,460.142466692159,349.423008083845,700.355701515171,44.3205472946829,589.864886808739
385.592587148473,822.310988215264,163.923100768612,975.228067587548,714.036581774042,460.027403190593,349.746044850155,702.529642585183,43.6953410106731,588.690962905719
386.151812472404,821.897503572232,166.240523340369,977.922077897908,714.560910609453,461.426860077869,351.329722681889,701.490732406183,45.1094105668604,590.809898298044
385.121882743056,822.89936656433,164.995986329716,977.037209021235,716.538595762673,460.390523246556,350.119803021658,704.024835142676,44.4985705910486,593.053290792339
382.236624573466,821.623279892723,164.293310326984,976.70028483573,714.289970524708,459.085821626875,348.648295374307,701.517369732511,42.7086670924845,589.012222810187
385.155839989887,822.560156428494,162.890288462298,975.562683051389,712.996600582319,459.508505249749,350.717985095357,700.921797878291,42.7256785081891,590.106764952701
382.427471869419,820.512003166441,165.015430508459,977.926830313416,714.359536528934,460.560034364579,349.954991246816,702.275852674214,43.3080018251727,589.269191673283
384.621838259046,822.586862014778,163.949301178436,977.29818608023,716.735511022925,461.454697665573,351.103676195065,700.850278776126,43.6543987988891,589.927370386345
384.311357578216,821.095056945529,163.226468219974,977.630159698708,713.835174055626,461.602806520878,350.33219830373,702.284063282577,43.0789916315752,588.300554592041
383.829142678955,822.866687991692,164.07885239541,974.790862722912,714.503256191615,457.604092465903,347.82494873597,702.271463063181,42.7927538279583,588.477944869469
383.297011390685,825.136184659261,162.508107141672,974.166404073795,716.233246953647,458.728396666625,351.664029634132,700.942624261248,44.1552298510233,590.536685740391
383.113992690804,821.583164775099,163.846031848945,978.07862099594,715.481048033505,460.707127815474,350.148789439334,702.664659712122,44.3669458409471,589.070788650649
381.774997081699,822.996487242139,163.986319238956,977.326266975585,716.572894998389,458.737965540351,348.357106034783,703.961974664914,40.2496386473484,590.977053089826
382.069961848691,821.318017410472,164.302492106326,976.044498766212,715.974107783231,458.691454186774,348.269528154536,703.220839012843,42.8315262118733,588.532387632858
382.106790698893,821.743270421254,164.654021376803,977.638160708418,718.073098597627,460.657407351124,349.865451614086,703.104043154564,42.4127192605385,588.984814930779
384.149728787118,822.106219814368,164.636808436828,976.625944650328,715.476609083408,459.919454126867,350.052394480022,703.946784619724,43.9185682628748,588.159821411032
384.59242729994,821.690368983354,164.411715579917,977.16462582057,715.571143601707,461.663329182321,349.804090956041,703.034325088767,42.9550703398017,588.923009353062
384.969182041955,820.647213034957,163.863165203452,977.601923829252,714.459931182203,460.125158614037,351.03957028813,702.038240803531,41.2671851006917,587.629536289343
383.151451251002,823.449418113061,163.026124643938,976.022226660598,715.392419845616,459.305127937859,350.768894645838,700.738293362242,44.5033422673357,590.228835567272
381.091159875355,824.575236005015,164.060007262143,976.137615192138,716.376468251719,457.954527118953,349.841199199845,702.288264287191,42.0926462774958,590.507987729116
384.28399661495,821.934939945217,164.279502227154,975.568825148518,717.49662557941,459.633529242975,349.216255231976,703.758472022157,43.1132146287069,588.27053306928
385.651289082967,821.767124606178,164.454375440917,976.329908939723,714.703004903569,461.4337759015,352.287169035446,700.547635205497,45.6837287575586,587.532552908551
385.155728214624,824.346748413796,163.901564499246,974.495194989377,714.002990278506,458.196133940793,349.631383251628,700.633069938387,44.7384885059545,591.1168798902
382.304716897781,821.963212086077,162.100901173939,976.441514549416,713.894322234642,459.888382453358,349.598416263249,703.07123682433,44.937768970774,590.04010671291
383.084980593787,822.756323063701,163.923290060397,976.124492716327,715.928323209359,459.305467153422,349.412037401243,702.819879347577,42.3026839389573,591.054386172771
384.531698053726,821.318003759008,163.001129769482,976.467520077589,716.747483760752,460.957983881363,350.280431749745,701.830558257808,42.6844765831628,589.884540459823
384.006715589396,820.979631463383,165.167617277672,977.095568485166,715.558212439554,459.954698738255,349.109743106428,700.928670921603,45.4432514085206,590.476101921727
385.939632298554,822.344494300957,165.970887120311,976.432455789832,714.706644848692,460.7325884952,350.107145851869,701.679463595206,45.2994763053476,590.634386159335
384.254010622175,821.789785718804,164.467150628032,976.212271415421,715.066955545385,460.646505096903,351.444624495783,701.171118048868,45.1778675456054,590.391104977523
384.197023532406,822.715963217629,165.139107882556,978.405454523431,715.844300221677,459.200682069159,352.229002907317,702.978676129861,41.7276892670915,590.982251793575
381.422520981998,822.38858225518,164.354276338813,976.619478994322,714.697845670669,459.39089876471,351.114327961591,700.481402771562,43.551945220742,590.749266326244
381.622934214862,822.286577073493,162.11116648564,975.668434459743,714.75595029157,458.14871649167,350.453613739518,700.666008631986,42.6470738099328,587.928133995776
383.949003982017,821.794080524927,162.937649745678,974.518607784089,713.684718145457,459.382867336768,349.506563819191,700.708222955698,45.5149971009919,588.085041134416
382.306461889715,822.076734059155,163.628379679486,977.387756716425,716.492981316609,460.965990589045,350.571452559374,702.056920135029,42.972780308131,590.236700292657
383.481310530323,822.13289042582,163.118169761388,976.318651942286,714.930740892866,460.562237462155,348.208512165907,703.634211826048,43.6988159057322,588.697242021301
384.87942918665,823.345304329958,165.395156699602,976.910454688126,714.105639808316,459.171752020045,349.933467666554,703.151404440529,43.4582660258256,587.944328382171
384.494358687143,821.24140524971,163.562762543915,976.116636547689,715.547052164491,461.515946383566,350.395113458605,700.927184873073,45.3549097096657,588.681962500944
381.475455128009,823.998952176407,162.517111741274,977.065439457075,713.810434010197,458.447015211068,349.088460410423,703.936966214664,42.1475969688147,588.448737681754
382.961502852939,820.582093705247,162.250391407163,976.147149505382,715.739717139863,460.34113589023,349.271527109314,702.358249611836,43.987250872135,587.312117859713
383.708700272641,821.125386159918,162.007256210249,975.115160348967,713.840198789417,459.476001194194,349.774278479755,702.007788726888,43.6514439421741,589.098439429613
382.998245252796,823.967593224013,163.765308699347,976.358376714026,714.859896830918,458.459115727066,348.599180892708,703.552854239387,43.9315580911154,591.147870952451
383.370763153248,823.484927615572,164.398880784955,977.159722247283,717.677607376057,460.932874645644,349.816481680724,702.566327671564,43.5540310510361,588.850648728627
383.73873895084,823.730957750117,162.259987553192,975.493610341041,715.894192881962,459.348379695697,352.221037675262,700.500179735932,44.0617621478879,590.781939796148
382.673651191721,823.686935229643,164.300988692035,976.810708731832,712.930117099432,459.42557645889,348.291107075031,701.86521419184,42.8857110598811,589.090713251874
384.820855338187,822.786270438068,163.913306680891,974.999628915984,715.279771468787,457.869279123848,351.514001458067,700.329348780518,43.893165726442,589.524493693488
383.736742766755,822.073373519544,164.268055706296,977.656369321917,716.659381573306,461.426243856813,349.701524312742,704.032438913365,43.9195024320149,588.561245989492
383.590426986014,821.809019747012,163.550331201461,976.475733988258,714.826186846144,459.489268226814,348.522898360231,704.036110645988,42.0337357596828,589.687421350927
383.642497214068,823.594881030514,161.625185376832,975.217106122922,716.092390565939,460.503685512462,347.462245172427,702.247251585396,42.7494018897396,588.91152690086
384.809972791639,822.713728919664,165.607860859866,978.059762673388,713.766008039027,459.102516347484,351.762437905531,701.48396337624,44.9709035158053,591.269138927011
385.260643423415,821.399233318744,164.50414376822,975.959510233381,716.173705057644,461.545796244836,350.290647295582,700.369867101987,43.169714587601,589.895711868095
382.605921807008,823.063670921699,163.238126421579,975.150992950839,714.78191593288,459.982235321092,348.564967283112,703.083486806758,43.725823291788,586.501047226602
380.71570566225,821.87333766453,162.935931214524,976.175272188525,712.467403875277,459.443233003659,348.251515140284,701.690115308579,42.9630013462609,588.642553720138
383.67804748699,821.89798038746,165.009456089937,977.330205154216,717.279435467845,460.776067532663,350.766036019138,702.786570976202,43.3339448661438,588.842475277258
380.663712567005,821.605440573116,163.752964247343,978.841070862779,716.419251552902,461.155325321292,347.977926200793,703.02461655782,41.5706311998794,589.738908396506
386.910444065932,822.430525854215,164.877356683164,976.434396915595,714.86877534098,460.091958180327,351.115921887587,702.340569465482,44.6641961625269,590.906495136391
383.332256838518,824.79807600227,164.060213655692,976.789623538691,713.75838469468,457.196247706064,349.398402441305,702.998556110298,42.8020557070127,589.767575118386
383.631058262834,821.900179837649,163.501222530828,976.982126220171,714.708350794738,460.280825018895,348.426685392472,704.729824352557,43.485115932951,588.301701600562
383.620417067197,823.288106110192,163.346084347858,975.772462043688,715.554017873095,459.563440932101,348.499816415844,702.482630733877,42.7076847546851,588.152648215948
382.811999804952,822.297357570027,163.06874008209,977.686377658888,715.618936545729,460.84044153242,347.932501394772,703.427526014949,42.1961407231851,588.094972091316
383.213676050432,821.967738556908,163.362052521971,976.187238593811,715.368474612038,458.695387775008,349.908762850604,702.531203439121,42.2789728054271,590.336292474061
385.943237250158,822.093583575629,164.15456793294,975.310711127524,715.446836892396,459.743840734667,349.179733720794,703.111355345863,42.3336116952134,590.855324607282
383.72233567863,822.744684118224,162.895611481238,975.766950222912,716.753664382322,458.405654472602,350.268872242011,703.835449164947,42.7729299393694,590.71630234417
384.054872460303,821.637017972356,164.273777669057,976.544407603032,717.475106846304,460.696094441455,351.104360895512,702.177469559066,43.9237149302895,588.645093646254
384.063831562264,823.892030184661,162.649492525711,975.16505070631,715.2797267124,458.156370691985,349.880967319266,703.279825361725,42.8766982142995,588.678068112559
382.226259264607,820.599295141554,163.591280014109,977.027012968611,715.513325758291,460.311426855658,350.336074514278,702.351950080483,42.6623454289956,588.136236797729
383.653524276953,822.956967921504,164.339654156303,976.838950331717,715.672194047722,460.257093427163,350.178195270406,703.93190334408,43.0216363721331,590.654613541171
381.346596202318,823.529432428005,162.713193267987,978.951890834466,715.098290114709,459.624328455067,350.403247825665,702.63365023114,41.196168639554,590.249689033078
382.46742008147,823.066099583867,162.304855890947,975.282747456467,714.738446239138,457.88309475351,349.215583601671,702.364102101146,43.1553664102527,588.498650422307
382.485712105235,822.443057875651,162.603591230703,977.69851857217,713.831276491689,458.389539103836,352.004759010711,701.487934579468,42.5542669942729,589.777234339387
382.613225120767,822.721605419235,165.430957448087,978.925247714253,714.936526831699,460.591362870778,352.662103477894,701.32344129536,43.9735122629144,590.281258182213
381.993931626584,822.073274352053,163.200340483188,975.155767233409,713.593042983034,459.01943969971,348.356305117684,699.747667855993,45.626919228453,589.567316369858
382.494169165609,822.072134214289,162.074639913412,976.051223817978,716.800938566343,459.447552165832,350.84839483331,703.293570357761,43.311238485377,590.800464675216
385.812594201835,821.624628497441,165.727111164595,977.026759425197,714.177527806736,462.801537136608,349.952285385502,701.886030408524,46.5448833749065,590.898799154358
383.170539327297,824.724469748358,163.633369984182,975.037168826423,714.766896840706,456.589651206881,347.958699755504,702.750247877234,44.0860971454478,591.305498603074
384.614815614282,822.023798784982,162.087630360003,975.995890605875,715.866307939551,460.433579837428,352.219423075776,702.809307515214,42.8453751885897,588.370853964236
382.59384175338,822.39563986831,162.887979259074,975.933503513286,716.418749626145,460.757869685793,349.411566050981,703.390158943888,43.5647801235139,588.919953219744
383.957870646002,821.239465128882,163.674595186866,977.461630425036,714.155394572735,460.873938538807,351.945357560816,702.076432708223,43.3996541183902,587.162423485144
381.104463155444,823.129762098734,162.695309853471,976.943709633744,714.775024899755,458.398685092609,348.543842080671,704.840650337387,41.6741279219366,588.128291930745
383.026673090905,825.274140494031,160.316687858173,974.787657884744,715.902463769314,459.745754692564,349.224412268855,701.235698652911,43.8025309368883,589.742545120647
382.506690629382,822.527344083105,164.278893749433,977.393522826745,717.491761768458,459.903414293141,350.634572705751,701.788579111569,40.9243984506001,589.473410781624
384.089008421479,823.927925497686,163.932367640622,976.029701147034,715.162487587919,460.301761443355,348.981574236691,703.294535965218,44.6090052007788,588.271200699495
382.134524651508,821.312481087244,162.862382642218,975.890178213959,716.412491655025,460.144263721617,349.48292683184,700.822449602902,42.8239537905055,587.603541297483
386.013035833485,819.475521654502,163.825360631463,976.582614564218,712.464602383311,461.744437458969,350.284442282492,700.179281503169,45.7846937350927,587.944994304223
383.339150147685,824.152857985671,162.40620862958,977.425784595954,713.327422689912,458.440288564528,349.245768535977,703.973153373206,41.8293986108373,590.255312404342
382.376527574823,823.582554277159,162.09179050952,975.353227841171,715.315243796219,457.471954799278,352.410220164724,701.609695810561,44.0975547374318,590.390969147287
381.114061861039,820.526260700717,161.113656648332,975.896198391965,715.816473917586,460.125127937108,345.557707342717,702.357981677681,40.006033066799,585.486124937567
382.798137820494,822.750803682303,163.840434922458,976.654089348628,716.015541174264,459.573185938334,352.331099688427,700.508218590981,44.512359897589,590.165561130201
381.606188255943,822.982953373575,164.04842786247,976.364185590981,714.159967927294,457.40409202272,349.185402416016,703.626268764479,42.96128358299,589.226435642297
381.774303741789,821.573244620764,162.331544628477,976.830918821729,714.861398142645,461.327553384723,349.06628910957,702.835071803285,42.7182689406527,588.656917721201
386.190605036896,823.73689655592,162.680172450381,975.334066123502,715.143463903364,461.53244654791,350.535404046665,701.79309472272,44.3859629730612,588.664598671909
383.402270526797,821.44161970627,162.334855838085,975.741023442786,715.607183119542,460.693292630005,349.097703383707,701.296013954571,43.3523037102948,587.765201294595
384.358083544944,822.567871684782,164.673417025551,977.995337707585,715.184479559682,459.764023405293,350.765607104304,702.81479251447,42.8873292602416,587.07416328077
383.535588101385,818.802039315482,162.465863844074,977.146591410718,714.97481671684,460.98443758489,348.931540200494,703.051918355577,40.9470463717186,588.492262710194
384.860792569274,822.25627563404,164.910188360066,977.783805222579,717.967357155625,461.357896633325,351.704603783848,701.622006086753,43.2671313676409,589.171740055655
380.899359077173,822.956730686805,163.887918000164,978.268681261834,715.622221916168,460.023442119474,349.943576294364,703.703793714235,43.2089692425232,589.343680894653
383.040955615381,823.215695915639,164.043853737358,976.14093703246,713.758160804597,459.707508930541,348.413687967072,702.225713926124,43.8135599979375,590.578863839283
